start_lat,start_lon,end_lat,end_lon,cnt
-11.9375364,-77.0724821,-11.9401711,-77.0697355,57
-11.9401711,-77.0697355,-11.939738,-77.069685,24
-11.939738,-77.069685,-12.010724,-77.079977,183
-12.010724,-77.079977,-12.010724,-77.079977,154
